The following are the 3-grams for words #600-1000 in the lexicon file for the Corpus of Contemporary American English (COCA), which occur at least five times. In the full n-grams file (available for purchase), you would of course have *all* words and you would also have all n-grams regardless of frequency.


freq	w1	w2	w3
92	word	about	it
92	word	and	the
91	word	processor	,
89	word	out	.
89	word	of	this
88	word	on	this
87	word	in	just
86	word	.	#
84	word	with	you
82	word	that	I
82	word	to	say
81	word	to	me
76	word	.	What
75	word	,	you
75	word	.	In
75	word	,	not
73	word	that	comes
72	word	is	that
70	word	processor	.
69	word	is	"
68	word	,	which
67	word	for	what
67	word	to	use
65	word	on	that
65	word	of	advice
65	word	for	this
64	word	,	is
64	word	of	English
64	word	or	a
63	word	of	his
63	word	that	is
62	word	that	you
62	word	of	what
62	word	,	or
61	word	has	been
59	word	on	whether
56	word	on	it
55	word	that	we
55	word	for	that
55	word	here	.
54	word	,	because
54	word	.	That
54	word	.	This
53	word	,	we
53	word	yet	on
53	word	to	anyone
52	word	.	So
52	word	,	then
51	word	to	him
51	word	,	in
51	word	out	,
51	word	that	was
51	word	here	is
50	word	that	they
50	word	out	to
50	word	.	If
50	word	and	deed
50	word	out	about
49	word	gets	out
49	word	,	'
49	word	in	this
47	word	with	a
47	word	or	phrase
46	word	censored	by
46	word	.	A
46	word	,	they
45	word	,	as
45	word	!	"
45	word	.	'
44	word	that	has
44	word	he	used
44	word	to	you
43	word	with	the
43	word	.	Then
43	word	processing	and
43	word	as	a
43	word	is	out
42	word	on	what
41	word	about	this
41	word	to	her
41	word	in	his
41	word	of	warning
41	word	processors	,
40	word	or	phrase
40	word	,	that
39	word	for	me
39	word	came	from
39	word	at	the
39	word	of	honor
39	word	of	that
39	word	is	a
38	word	that	a
38	word	is	not
38	word	.	When
37	word	.	His
37	word	out	that
37	word	came	that
37	word	was	"
37	word	would	be
37	word	he	said
37	word	that	it
37	word	here	,
36	word	from	him
36	word	,	every
36	word	processing	program
36	word	is	'
35	word	was	out
35	word	meaning	"
35	word	that	she
35	word	,	to
35	word	processor	and
35	word	.	There
35	word	I	'm
35	word	is	the
35	word	for	you
33	word	,	just
33	word	and	I
33	word	is	,
33	word	in	edgewise
33	word	from	a
32	word	by	word
32	word	,	what
31	word	on	a
31	word	processing	.
30	word	at	a
30	word	to	his
30	word	that	's
30	word	that	means
30	word	from	you
29	word	as	if
29	word	spread	that
29	word	of	thanks
29	word	of	their
29	word	and	a
29	word	for	'
29	word	of	explanation
29	word	will	be
29	word	to	be
29	word	got	around
29	word	again	.
28	word	)	,
28	word	in	that
28	word	he	had
27	word	processors	and
27	word	.	Not
27	word	.	Now
27	word	.	(
27	word	about	his
27	word	of	an
26	word	that	would
26	word	,	with
26	word	in	her
26	word	I	would
26	word	I	've
26	word	leaked	out
26	word	,	for
26	word	)	.
26	word	,	yes
25	word	that	means
25	word	that	came
25	word	.	Thank
25	word	when	he
25	word	for	him
25	word	with	him
25	word	,	if
25	word	.	Her
25	word	meaning	"
25	word	"	nigger
25	word	went	out
25	word	gets	around
25	word	--	the
25	word	comes	from
25	word	,	an
25	word	about	what
24	word	is	used
24	word	against	the
24	word	can	be
24	word	should	be
24	word	you	're
24	word	used	to
24	word	.	For
23	word	in	my
23	word	.	My
23	word	games	,
23	word	,	so
23	word	is	getting
23	word	had	been
23	word	"	"
23	word	like	"
23	word	.	.
23	word	,	Mr.
23	word	of	her
22	word	starts	with
22	word	?	I
22	word	?	<p>
22	word	at	all
22	word	--	a
22	word	was	a
22	word	to	a
22	word	came	back
22	word	he	says
22	word	from	her
22	word	,	his
22	word	that	his
21	word	in	here
21	word	and	image
21	word	about	him
21	word	like	that
21	word	that	goes
21	word	means	.
21	word	processors	.
21	word	from	our
21	word	'	nigger
21	word	for	an
21	word	to	them
20	word	that	there
20	word	,	Margaret
20	word	on	who
20	word	in	,
20	word	does	not
20	word	there	.
20	word	games	.
20	word	.	Some
20	word	of	encouragement
20	word	.	q!
20	word	"	(
20	word	I	said
20	word	I	'd
20	word	that	can
20	word	I	can
19	word	about	tonight
19	word	from	his
19	word	you	want
19	word	,	that
19	word	about	that
19	word	,	by
19	word	.	Go
19	word	processing	programs
19	word	.	For
19	word	in	.
19	word	?	--
19	word	meant	.
19	word	did	n't
19	word	"	nigger
19	word	.	Our
19	word	for	them
19	word	around	the
19	word	through	the
19	word	and	you
19	word	,	however
18	word	.	With
18	word	on	his
18	word	of	complaint
18	word	is	n't
18	word	that	,
18	word	to	each
18	word	go	.
18	word	.	As
18	word	attack	skills
18	word	,	even
18	word	came	out
18	word	.	Even
18	word	,	though
18	word	again	,
18	word	we	use
18	word	I	had
18	word	seemed	to
18	word	has	it
18	word	processing	software
18	word	about	my
17	word	of	my
17	word	order	,
17	word	back	to
17	word	.	Just
17	word	spread	,
17	word	here	and
17	word	"	and
17	word	she	said
17	word	he	's
17	word	that	's
17	word	about	a
17	word	had	spread
17	word	bank	.
17	word	means	"
17	word	that	describes
17	word	there	,
17	word	does	n't
17	word	.	One
17	word	,	do
17	word	or	gesture
17	word	they	say
17	word	you	say
17	word	,	this
17	word	as	the
17	word	she	used
17	word	"	is
16	word	there	is
16	word	they	used
16	word	--	I
16	word	would	get
16	word	"	sex
16	word	,	from
16	word	,	though
16	word	was	that
16	word	.	At
16	word	--	"
16	word	choice	.
16	word	has	spread
16	word	spread	quickly
16	word	has	a
16	word	came	down
16	word	against	his
16	word	on	how
16	word	recognition	and
16	word	choice	,
16	word	with	his
16	word	this	morning
16	word	came	to
16	word	;	it
15	word	is	it
15	word	in	English
15	word	recognition	,
15	word	,	was
15	word	began	to
15	word	as	to
15	word	--	and
15	word	and	he
15	word	that	's
15	word	they	said
15	word	is	spoken
15	word	that	does
15	word	,	no
15	word	,	as
15	word	of	"
15	word	?	#
15	word	processing	applications
15	word	we	have
15	word	was	used
15	word	that	means
15	word	and	gesture
15	word	,	her
15	word	on	casualties
15	word	to	her
15	word	you	use
15	word	,	of
14	word	,	no
14	word	"	no
14	word	to	make
14	word	I	have
14	word	--	that
14	word	,	even
14	word	if	you
14	word	was	the
14	word	-	"
14	word	in	our
14	word	yet	.
14	word	before	.
14	word	had	come
14	word	,	since
14	word	,	of
14	word	on	their
14	word	and	its
14	word	for	his
14	word	of	warning
14	word	you	used
14	word	.	When
14	word	to	my
14	word	,	my
14	word	because	it
14	word	--	it
14	word	,	to
13	word	of	one
13	word	and	it
13	word	from	my
13	word	means	,
13	word	I	want
13	word	.	Is
13	word	play	,
13	word	was	spoken
13	word	with	her
13	word	--	(
13	word	like	a
13	word	we	're
13	word	"	love
13	word	out	on
13	word	of	every
13	word	,	especially
13	word	today	.
13	word	of	our
13	word	,	all
13	word	was	not
13	word	and	not
13	word	.	After
13	word	or	deed
13	word	he	would
13	word	,	too
13	word	to	get
13	word	for	us
13	word	to	us
13	word	"	culture
13	word	on	when
13	word	such	as
13	word	about	your
13	word	of	any
13	word	in	which
12	word	of	which
12	word	from	an
12	word	at	this
12	word	yet	on
12	word	they	use
12	word	will	get
12	word	,	are
12	word	about	her
12	word	derives	from
12	word	would	have
12	word	,	each
12	word	and	every
12	word	he	could
12	word	,	as
12	word	of	praise
12	word	.	Do
12	word	had	a
12	word	and	sacrament
12	word	-	and
12	word	that	in
12	word	out	there
12	word	.	Sometimes
12	word	is	good
12	word	you	hear
12	word	used	by
12	word	is	used
12	word	that	had
12	word	about	tomorrow
12	word	I	was
12	word	itself	,
12	word	.	On
12	word	to	anybody
12	word	.	Or
12	word	you	can
11	word	?	The
11	word	of	these
11	word	,	that
11	word	against	another
11	word	"	quota
11	word	.	Yet
11	word	--	but
11	word	processor	to
11	word	against	hers
11	word	she	had
11	word	in	its
11	word	of	truth
11	word	in	their
11	word	"	cancer
11	word	.	How
11	word	as	she
11	word	you	said
11	word	for	her
11	word	.	Here
11	word	like	'
11	word	.	All
11	word	got	back
11	word	processing	or
11	word	that	could
11	word	processor	for
11	word	.	A
11	word	order	.
11	word	recognition	.
11	word	as	"
11	word	for	all
11	word	in	all
11	word	on	our
11	word	.	INT
11	word	to	mean
11	word	games	with
11	word	starting	with
11	word	from	me
11	word	of	criticism
11	word	of	your
11	word	in	your
11	word	.	People
11	word	itself	is
11	word	during	the
10	word	,	would
10	word	that	keeps
10	word	,	there
10	word	.	@!4:1@
10	word	in	any
10	word	he	was
10	word	spread	through
10	word	,	name
10	word	I	use
10	word	.	Maybe
10	word	,	when
10	word	I	say
10	word	of	wisdom
10	word	of	protest
10	word	.	At
10	word	or	even
10	word	she	spoke
10	word	I	do
10	word	did	not
10	word	,	on
10	word	(	"
10	word	.	Because
10	word	play	.
10	word	tonight	.
10	word	.	Finally
10	word	is	spreading
10	word	I	could
10	word	may	be
10	word	might	be
10	word	,	Al
10	word	processor	or
10	word	's	out
10	word	(	e.g.
10	word	and	action
10	word	came	of
10	word	picture	of
10	word	in	there
10	word	about	how
10	word	;	she
10	word	and	then
10	word	used	in
10	word	length	,
10	word	out	in
10	word	today	,
10	word	.	Why
10	word	refers	to
10	word	,	that
10	word	<p>	The
10	word	.	Instead
10	word	for	nothing
10	word	,	one
10	word	these	days
40642	of	course	,
6484	of	course	.
791	of	course	the
708	of	course	I
583	of	course	it
580	of	course	not
450	of	course	he
434	of	course	we
427	of	course	you
419	of	course	they
410	of	course	)
336	of	course	there
292	of	course	is
273	of	course	;
263	of	course	she
208	of	course	--
174	of	course	--
160	of	course	that
159	of	course	:
148	of	course	a
127	of	course	!
126	of	course	...
114	of	course	was
108	of	course	in
104	of	course	-
94	of	course	be
87	of	course	this
73	of	course	that
57	of	course	"
47	of	course	to
46	of	course	what
43	of	course	when
43	of	course	that
42	of	course	to
41	of	course	all
41	of	course	for
41	of	course	if
39	of	course	(
39	of	course	?
37	of	course	work
37	of	course	are
36	of	course	his
35	of	course	my
35	of	course	has
35	of	course	with
34	of	course	and
33	of	course	no
30	of	course	on
30	of	course	some
30	of	course	would
29	of	course	also
29	of	course	an
27	of	course	will
27	of	course	by
27	of	course	now
26	of	course	--
26	of	course	many
25	of	course	have
24	of	course	one
24	of	course	been
23	of	course	everyone
23	of	course	that
23	of	course	had
22	of	course	were
21	of	course	no
21	of	course	her
21	of	course	have
21	of	course	does
21	of	course	our
20	of	course	those
19	of	course	then
19	of	course	nothing
19	of	course	did
19	of	course	of
19	of	course	at
18	of	course	offerings
18	of	course	as
17	of	course	can
15	of	course	material
14	of	course	always
14	of	course	their
14	of	course	these
14	of	course	but
14	of	course	content
13	of	course	because
13	of	course	do
13	of	course	only
13	of	course	people
13	of	course	materials
13	of	course	very
13	of	course	from
13	of	course	being
13	of	course	one
12	of	course	makes
12	of	course	possible
12	of	course	much
12	of	course	nobody
12	of	course	there
11	of	course	none
11	of	course	could
11	of	course	everybody
11	of	course	had
11	of	course	more
11	of	course	most
10	of	course	other
1870	market	.	<p>
824	market	.	The
775	market	.	"
603	market	,	and
517	market	,	"
376	market	,	the
372	market	in	the
366	market	value	of
359	market	economy	.
344	market	share	.
333	market	.	But
297	market	,	but
292	market	.	It
288	market	.	And
262	market	economy	,
260	market	share	,
233	market	.	In
232	market	and	the
231	market	for	a
212	market	value	.
206	market	for	the
201	market	has	been
195	market	.	They
187	market	share	in
172	market	.	I
161	market	,	which
159	market	.	We
153	market	is	a
144	market	,	it
141	market	.	This
125	market	value	,
124	market	.	He
122	market	share	of
120	market	is	the
115	market	.	That
110	market	,	a
109	market	share	and
103	market	,	you
97	market	.	So
96	market	is	not
95	market	will	be
95	market	of	the
87	market	,	they
87	market	research	firm
87	market	,	where
86	market	economy	and
86	market	,	with
85	market	forces	,
84	market	.	If
82	market	,	he
77	market	forces	.
76	market	and	a
75	market	.	You
71	market	right	now
69	market	price	of
68	market	share	from
66	market	as	a
65	market	capitalization	of
65	market	today	.
65	market	.	There
64	market	in	which
62	market	.	A
61	market	is	n't
60	market	with	a
60	market	is	going
60	market	share	to
60	market	for	their
60	market	,	there
60	market	that	is
59	market	.	A
59	market	,	I
59	market	system	.
59	market	conditions	.
58	market	price	.
57	market	,	we
56	market	,	or
55	market	.	These
55	market	share	is
53	market	economy	is
53	market	.	For
53	market	does	n't
52	market	will	bear
51	market	.	Now
51	market	,	in
51	market	.	What
50	market	,	is
50	market	at	the
50	market	.	With
49	market	for	it
49	market	prices	.
48	market	is	still
48	market	today	,
47	market	research	,
47	market	in	a
47	market	over	the
46	market	,	as
46	market	forces	and
45	market	economy	in
45	market	crash	.
45	market	research	firm
45	market	would	be
45	market	value	for
45	market	.	At
44	market	.	Some
44	market	may	be
44	market	that	has
44	market	.	She
44	market	.	(
44	market	system	,
43	market	for	new
43	market	.	To
43	market	.	By
42	market	as	a
41	market	share	has
41	market	economies	.
41	market	place	.
41	market	price	,
41	market	on	the
40	market	?	<p>
40	market	for	such
40	market	share	for
39	market	crash	of
39	market	,	because
39	market	,	according
39	market	share	by
38	market	is	in
38	market	for	this
38	market	)	.
38	market	power	.
38	market	price	for
38	market	,	so
38	market	by	the
37	market	experts	from
36	market	for	them
36	market	.	However
36	market	value	is
36	market	.	For
36	market	crash	,
35	market	value	and
35	market	is	going
35	market	.	'
34	market	cap	of
34	market	research	and
34	market	for	these
34	market	place	,
34	market	continues	to
34	market	.	Many
33	market	to	the
33	market	with	the
33	market	is	very
33	market	this	year
33	market	,	she
33	market	.	One
32	market	does	not
32	market	reforms	.
32	market	prices	,
32	market	,	that
31	market	and	then
31	market	has	become
31	market	failure	.
31	market	?	"
31	market	,	not
30	market	is	likely
30	market	is	,
30	market	.	When
30	market	.	While
29	market	power	,
29	market	seems	to
29	market	because	of
29	market	and	its
29	market	,	then
29	market	,	including
29	market	has	not
29	market	can	be
29	market	could	be
29	market	,	especially
28	market	demand	for
28	market	for	his
28	market	reforms	,
28	market	.	Today
28	market	began	to
28	market	conditions	,
28	market	for	U.S.
27	market	as	the
27	market	is	so
26	market	is	that
26	market	during	the
26	market	is	more
26	market	is	an
26	market	and	,
26	market	leader	in
26	market	for	American
26	market	.	As
26	market	economy	has
26	market	.	An
26	market	rate	.
25	market	is	now
25	market	.	Although
25	market	,	if
25	market	,	to
25	market	,	an
25	market	goes	up
25	market	,	while
25	market	.	When
24	market	than	the
24	market	or	the
24	market	,	that
24	market	.	Since
24	market	,	some
24	market	and	an
24	market	is	to
24	market	for	its
24	market	,	that
24	market	--	and
24	market	)	,
24	market	values	of
24	market	should	be
24	market	research	.
23	market	rates	.
23	market	is	already
23	market	wo	n't
23	market	to	be
23	market	at	a
23	market	is	down
23	market	crashed	in
23	market	is	expected
23	market	,	was
23	market	and	is
22	market	was	the
22	market	and	to
22	market	mechanisms	,
22	market	has	grown
22	market	.	On
22	market	crash	in
22	market	.	Is
22	market	goes	down
22	market	town	of
22	market	,	says
22	market	can	not
22	market	was	not
22	market	economics	.
22	market	leader	.
21	market	demand	.
21	market	's	reaction
21	market	's	going
21	market	.	Even
21	market	because	it
21	market	power	and
21	market	.	Then
21	market	is	growing
21	market	economics	,
21	market	.	Yet
21	market	for	an
21	market	shares	,
21	market	,	however
21	market	.	Most
20	market	would	have
20	market	,	are
20	market	forces	that
20	market	economy	with
20	market	.	Last
20	market	last	year
20	market	and	in
20	market	economy	that
20	market	economies	,
20	market	.	Their
20	market	power	of
20	market	is	also
20	market	,	has
20	market	.	Here
20	market	that	's
20	market	is	really
20	market	or	a
20	market	niche	.
20	market	area	.
20	market	.	)
20	market	now	.
20	market	has	n't
20	market	,	for
19	market	economy	?
19	market	exchange	rate
19	market	was	n't
19	market	for	$
19	market	segment	.
19	market	square	.
19	market	prices	for
19	market	went	down
19	market	rather	than
19	market	,	people
19	market	day	,
19	market	now	,
19	market	for	us
19	market	and	they
19	market	for	years
18	market	because	they
18	market	.	His
18	market	is	just
18	market	share	to
18	market	,	this
18	market	as	an
18	market	and	we
18	market	that	we
18	market	was	in
18	market	for	that
18	market	.	In
18	market	"	and
18	market	.	During
18	market	will	continue
18	market	,	for
18	market	is	at
18	market	.	.
18	market	.	Not
18	market	ca	n't
18	market	did	n't
18	market	will	not
18	market	.	Because
18	market	have	been
17	market	's	been
17	market	did	not
17	market	values	.
17	market	.	As
17	market	will	go
17	market	,	said
17	market	and	has
17	market	out	there
17	market	conditions	and
17	market	rate	,
17	market	is	one
17	market	,	what
17	market	,	when
17	market	and	I
17	market	's	recent
17	market	that	they
17	market	;	the
16	market	where	the
16	market	since	the
16	market	will	have
16	market	has	gone
16	market	to	get
16	market	to	buy
16	market	next	year
16	market	crashed	,
16	market	and	it
16	market	dominated	by
16	market	power	in
16	market	reforms	and
16	market	capitalization	,
16	market	's	peak
16	market	.	As
16	market	to	a
16	market	crashed	.
16	market	shares	.
16	market	was	a
16	market	had	been
16	market	is	doing
15	market	research	company
15	market	economy	"
15	market	mechanisms	.
15	market	potential	.
15	market	share	at
15	market	.	As
15	market	.	Also
15	market	share	(
15	market	"	(
15	market	reforms	in
15	market	square	,
15	market	forces	to
15	market	value	to
15	market	rates	,
15	market	for	more
15	market	has	to
15	market	as	well
15	market	interest	rates
15	market	.	People
15	market	in	this
15	market	,	so
15	market	that	was
15	market	,	from
15	market	.	Meanwhile
15	market	,	would
15	market	and	you
15	market	from	the
15	market	,	too
14	market	:	the
14	market	for	some
14	market	,	making
14	market	and	are
14	market	.	Moreover
14	market	,	its
14	market	with	its
14	market	.	Its
14	market	that	can
14	market	so	that
14	market	value	in
14	market	forces	in
14	market	capitalism	,
14	market	leader	,
14	market	was	down
