The following are the 3-grams for words #600-1000 in the lexicon file for the Corpus of Contemporary American English (COCA), which occur at least five times.

The numbers in the columns (w1,w2,w3) refer to the [wID] column in the <ngrams_lexicon.txt> file.

In the full n-grams file (available for purchase), you would of course have *all* words and you would also have all n-grams regardless of frequency.

freq	w1	w2	w3
29	602	206	2
29	602	959	500
29	602	489	380
29	602	66	25
29	602	5	3167
29	602	4	6
29	602	8	25
29	602	14	94
28	602	23	43
28	602	27	1
28	602	9	50
27	602	2	28
27	602	63	29
27	602	5	42
27	602	17644	4
27	602	2	256
27	602	2	465
26	602	11	53
26	602	52	53
26	602	9	60
26	602	1	974
26	602	1	14
26	602	50436	75
26	602	27	2
26	602	11	137
26	602	1	18
25	602	1	127
25	602	485	35
25	602	14	70
25	602	52	2910
25	602	2	539
25	602	18	70
25	602	125	23
25	602	705	500
25	602	224	75
25	602	63	57
25	602	8683	7
25	602	7	72907
25	602	1	42
25	602	2	765
25	602	19	208
25	602	134	3
24	602	1003	8
24	602	183	3
24	602	17	84
24	602	142	25
24	602	2	218
24	602	64	25
24	602	12	530
23	602	7	7
23	602	12	372
23	602	2	286
23	602	9	62
23	602	1	327
23	602	43	65
23	602	105	7
23	602	1	201
23	602	5	60
23	602	2	2
23	602	976	1
22	602	208	147
22	602	134	6
22	602	23	95
22	602	35	124
22	602	30	10
22	602	2634	2807
22	602	30	11
22	602	1782	18
22	602	19	29
22	602	16	6
22	602	13	6
22	602	1	29
21	602	94	26217
21	602	105	50
21	602	35	97
21	602	14	42
21	602	52	627
21	602	2910	2
21	602	63	70
21	602	9	131
21	602	13	71
21	602	17644	2
21	602	4	988
20	602	545	1
20	602	19	103
20	602	11	233
20	602	7	28
20	602	22	51
20	602	11	64
20	602	11	55
20	602	5	10218
20	602	976	2
20	602	2	427
20	602	149	2
20	602	143	34
20	602	1	4520
20	602	52	64
20	602	2	21
19	602	7	26217
19	602	504	3
19	602	10515	566
19	602	80	31
19	602	2	986
19	602	4	17
19	602	814	1119
19	602	63	50
19	602	17	192
19	602	2	746
19	602	4660	2
19	602	1	50
19	602	545	2
19	602	2	1962
19	602	30	134
19	602	1	38
19	602	1	510
19	602	35	29
19	602	154	3
19	602	14	71
18	602	9087	1102
18	602	13	725
18	602	52	1
18	602	41	1108
18	602	47	15
18	602	10515	1872
18	602	208	75
18	602	206	1
18	602	1	666
18	602	22	29
18	602	11	43
18	602	2	414
18	602	1	874
18	602	2	841
18	602	2	499
18	602	5	6555
18	602	16794	2
18	602	63	62
18	602	570	8
18	602	12	31
17	602	616	13
17	602	2910	7
17	602	52	382
17	602	131	4
17	602	39	5703
17	602	5	62
17	602	63	6
17	602	49	55
17	602	1	36
17	602	1	59
17	602	52	3490
17	602	7	4
17	602	7	12
17	602	2	316
17	602	1624	2
17	602	43363	1
17	602	1036	1
17	602	151	3
17	602	143	31
17	602	2	681
17	602	37	219
17	602	49	1839
17	602	149	1
17	602	43	8583
17	602	17	219
17	602	23	33
16	602	1022	1
16	602	208	153
16	602	3061	4
16	602	57185	713
16	602	1022	2
16	602	183	3484
16	602	93	7
16	602	7	973
16	602	16	19
16	602	208	13
16	602	37	1839
16	602	53	128
16	602	47	8583
16	602	22	155
16	602	134	11
16	602	18	29
16	602	47	6
16	602	61	15
16	602	543	12
16	602	1	35
16	602	36	392
16	602	2	310
16	602	1	1155
15	602	134	4
15	602	3061	1
15	602	22	7273
15	602	1	60
15	602	5	7
15	602	16	530
15	602	52	407
15	602	2428	174
15	602	37	55
15	602	52	143
15	602	1	489
15	602	13	60
15	602	41	44
15	602	12	15
15	602	30	90
15	602	4	23
15	602	4	5703
15	602	19	1832
15	602	1	603
15	602	17	1108
15	602	9	2719
15	602	10515	3884
15	602	1	115
15	602	375	8
15	602	12	4703
15	602	1	16
14	602	134	15
14	602	111	7
14	602	11	44
14	602	1	144
14	602	13	62
14	602	1	62
14	602	17	3902
14	602	5	17364
14	602	134	19
14	602	9	97
14	602	2	523
14	602	14	29
14	602	1	710
14	602	1	13
14	602	796	2
14	602	43	866
14	602	7	937
14	602	1	5
14	602	22	48
14	602	4	91
14	602	114	15
14	602	1	937
14	602	406	2
14	602	127	17
14	602	16	3
14	602	8	157
13	602	4	34
13	602	5	135
13	602	1	534
13	602	14	129
13	602	16	34
13	602	23	53
13	602	176	257
13	602	16	4703
13	602	7	745
13	602	5	79
13	602	9	72
13	602	1	77
13	602	5913	1
13	602	2	495
13	602	105	6
13	602	39	18105
13	602	5	97
13	602	41	84
13	602	13	129
13	602	330	328
13	602	4	15
13	602	63	82
13	602	18	124
13	602	11	192
13	602	262	2
13	602	2910	1
13	602	5	200
13	602	2	783
13	602	8	128
13	602	134	28
13	602	35	62
13	602	7	761
13	602	75	22
13	602	1	639
12	602	53	67
12	602	63	60
12	602	19	43
12	602	17466	35
12	602	814	1626
12	602	1	26
12	602	4	28325
12	602	4	200
12	602	2	1709
12	602	12	7015
12	602	66	128
12	602	2	285
12	602	12	148
12	602	17	64
12	602	2	355
12	602	23	81
12	602	43	6
12	602	19	9
12	602	75	149
12	602	17	1743
12	602	406	176
12	602	11	16
12	602	111	4
12	602	532	1
12	602	2	929
12	602	1	785
12	602	5	10668
12	602	1	216
12	602	13	1523
12	602	530	38
12	602	35	42
12	602	5	72
12	602	32	36
12	602	37	1108
11	602	52	81
11	602	76	49
11	602	183	5441
11	602	17	55
11	602	5	82
11	602	959	147
11	602	8	979
11	602	9	77
11	602	9	48
11	602	5	2915
11	602	76	7
11	602	14	124
11	602	2	1045
11	602	93	45
11	602	22	97
11	602	2	267
11	602	9	91
11	602	7	18127
11	602	7	1216
11	602	14	77
11	602	236	3
11	602	5	1018
11	602	9	82
11	602	976	18
11	602	94148	94
11	602	30	20
11	602	5	109
11	602	532	12
11	602	1036	2
11	602	2	699
11	602	183	185
11	602	49	43
11	602	10515	39
11	602	1	120
11	602	35	68
11	602	2	803
11	602	8653	8
11	602	2	439
11	602	3061	2
11	602	7862	18
11	602	8653	14
11	602	2	1162
11	602	2	573
10	602	2	445
10	602	75	9
10	602	184	25
10	602	1	22
10	602	208	5
10	602	11	1108
10	602	1	405
10	602	1	79
10	602	11	219
10	602	52	2318
10	602	2	958
10	602	4	108
10	602	1008	5
10	602	9	149
10	602	1	125
10	602	109	261
10	602	4	730
10	602	2	738
10	602	5	4173
10	602	39	144
10	602	1	103
10	602	11	59
10	602	1119	2
10	602	28	2234
10	602	28	7
10	602	2685	1
10	602	2	1784
10	602	12	26885
10	602	61	49
10	602	1602	2
10	602	23	16
10	602	22377	154
10	602	5	6521
10	602	49	1380
10	602	2	1502
10	602	80	34
10	602	2	12478
10	602	5800	13
10	602	33	75
10	602	10	20
10	602	1	53
10	602	2477	9
10	602	1	52
10	602	262	1
10	602	9	135
10	602	63	155
10	602	1	2087
10	602	2	2206
10	602	8653	39
10	602	136	25
10	602	11	81
10	602	14	354
40642	603	404	1
6484	603	404	2
791	603	404	3
708	603	404	11
583	603	404	15
580	603	404	34
450	603	404	23
434	603	404	41
427	603	404	17
419	603	404	37
410	603	404	27
336	603	404	103
292	603	404	12
273	603	404	61
263	603	404	49
208	603	404	435
174	603	404	130
160	603	404	120
159	603	404	40
148	603	404	6
127	603	404	126
126	603	404	107
114	603	404	16
108	603	404	9
104	603	404	111
94	603	404	25
87	603	404	36
73	603	404	19
57	603	404	7
47	603	404	8
46	603	404	57
43	603	404	125
43	603	404	50
42	603	404	13
41	603	404	77
41	603	404	127
41	603	404	14
39	603	404	28
39	603	404	30
37	603	404	26
37	603	404	1621
36	603	404	29
35	603	404	18
35	603	404	47
35	603	404	62
34	603	404	4
33	603	404	115
30	603	404	22
30	603	404	53
30	603	404	85
29	603	404	106
29	603	404	42
27	603	404	38
27	603	404	102
27	603	404	66
26	603	404	133
26	603	404	93
25	603	404	44
24	603	404	65
24	603	404	79
23	603	404	660
23	603	404	43
23	603	404	52
22	603	404	46
21	603	404	60
21	603	404	1146
21	603	404	67
21	603	404	97
21	603	404	143
20	603	404	132
19	603	404	108
19	603	404	80
19	603	404	354
19	603	404	5
19	603	404	32
18	603	404	9765
18	603	404	76
17	603	404	64
15	603	404	5238
14	603	404	212
14	603	404	45
14	603	404	48
14	603	404	109
14	603	404	52789
13	603	404	59
13	603	404	140
13	603	404	503
13	603	404	114
13	603	404	122
13	603	404	169
13	603	404	1544
13	603	404	35
13	603	404	78
12	603	404	543
12	603	404	469
12	603	404	701
12	603	404	453
12	603	404	1901
11	603	404	1009
11	603	404	276
11	603	404	1738
11	603	404	162
11	603	404	2099
11	603	404	81
10	603	404	96
1870	604	2	10
824	604	2	20
775	604	2	7
603	604	1	4
517	604	1	7
376	604	1	3
372	604	9	3
366	604	902	5
359	604	762	2
344	604	2409	2
333	604	2	69
297	604	1	45
292	604	2	54
288	604	2	58
262	604	762	1
260	604	2409	1
233	604	2	89
232	604	4	3
231	604	14	6
212	604	902	2
206	604	14	3
201	604	47	65
195	604	2	104
187	604	12827	9
172	604	2	11
161	604	1	72
159	604	2	87
153	604	12	6
144	604	1	15
141	604	2	113
125	604	902	1
124	604	2	56
122	604	2409	5
120	604	12	3
115	604	2	138
110	604	1	6
109	604	2409	4
103	604	1	17
97	604	2	187
96	604	12	34
95	604	66	25
95	604	5	3
87	604	1	195
87	604	1	37
87	604	477	2694
86	604	762	4
86	604	1	18
85	604	975	1
84	604	2	152
82	604	1	23
77	604	975	2
76	604	4	6
75	604	2	92
71	604	1520	102
69	604	875	5
68	604	12827	35
66	604	204	6
65	604	2	156
65	604	37901	5
65	604	262	2
64	604	9	72
62	604	2	267
61	604	12	31
60	604	18	6
60	604	1	103
60	604	12	150
60	604	14	48
60	604	52	12
60	604	12827	13
59	604	2	203
59	604	258	2
59	604	1	11
59	604	1074	2
58	604	875	2
57	604	1	41
56	604	1	39
55	604	2409	12
55	604	2	398
53	604	2	218
53	604	143	31
53	604	762	12
52	604	66	4794
51	604	2	139
51	604	1	9
51	604	2	256
50	604	2	414
50	604	1	12
50	604	32	3
49	604	1271	2
49	604	14	15
48	604	12	164
48	604	262	1
47	604	222	3
47	604	9	6
47	604	477	1
46	604	1	76
46	604	975	4
45	604	902	14
45	604	5377	2
45	604	2	310
45	604	762	9
45	604	53	25
45	604	477	3450
44	604	258	1
44	604	2	427
44	604	2	28
44	604	2	100
44	604	52	47
44	604	136	25
43	604	2	476
43	604	2	410
43	604	14	117
42	604	151	6
41	604	259	2
41	604	2409	47
41	604	6694	2
41	604	22	3
41	604	875	1
40	604	12827	14
40	604	14	205
40	604	30	10
39	604	1	734
39	604	5377	5
39	604	12827	38
39	604	1	114
38	604	14	36
38	604	12	9
38	604	325	2
38	604	38	3
38	604	875	14
38	604	27	2
38	604	1	327
37	604	1646	35
36	604	2	721
36	604	17681	1
36	604	902	12
36	604	14	71
36	604	2	986
35	604	902	4
35	604	2	172
35	604	12	227
34	604	477	4
34	604	14	109
34	604	2	812
34	604	4391	5
34	604	1451	8
34	604	259	1
33	604	13	3
33	604	2	316
33	604	1	49
33	604	18	3
33	604	12	122
33	604	36	141
32	604	1	120
32	604	143	34
32	604	1271	1
32	604	4739	2
31	604	1	34
31	604	47	940
31	604	1855	2
31	604	4	108
31	604	30	7
30	604	12	831
30	604	2	523
30	604	2	619
30	604	12	1
29	604	1	108
29	604	569	119
29	604	64	25
29	604	4	91
29	604	325	1
29	604	1	534
29	604	501	8
29	604	1	558
29	604	81	25
29	604	47	34
28	604	375	8
28	604	1074	1
28	604	14	29
28	604	14	232
28	604	10629	14
28	604	4739	1
28	604	2	1143
27	604	151	3
27	604	12	226
26	604	12	162
26	604	14	186
26	604	12	42
26	604	762	47
26	604	12	19
26	604	236	3
26	604	4	1
26	604	2	670
26	604	1173	9
26	604	2	499
26	604	801	2
25	604	1	42
25	604	12	102
25	604	2	656
25	604	1	221
25	604	1	8
25	604	627	73
25	604	1	127
25	604	2	326
24	604	1233	5
24	604	88	3
24	604	1	85
24	604	14	91
24	604	2	1550
24	604	39	3
24	604	142	25
24	604	134	4
24	604	1	50
24	604	27	1
24	604	12	8
24	604	4	42
24	604	1	19
24	604	477	2
23	604	12	350
23	604	12	153
23	604	1	16
23	604	1287	2
23	604	23589	9
23	604	32	6
23	604	4	12
23	604	8	25
23	604	580	31
23	604	12	3897
22	604	2	355
22	604	627	153
22	604	64	34
22	604	1173	2
22	604	47	2315
22	604	586	5
22	604	16	3
22	604	2	495
22	604	5106	2
22	604	4	8
22	604	1	95
22	604	16	34
22	604	17681	9
22	604	6514	1
21	604	14	42
21	604	4284	1
21	604	5106	1
21	604	12	5677
21	604	2978	2
21	604	325	4
21	604	2	955
21	604	2	1045
21	604	114	15
21	604	2	841
21	604	2	317
21	604	1	510
21	604	33	150
21	604	24	2197
20	604	47	31
20	604	2	27
20	604	161	141
20	604	1	14
20	604	762	18
20	604	12	106
20	604	325	5
20	604	102	2
20	604	11091	2
20	604	2	699
20	604	6694	1
20	604	762	52
20	604	53	67
20	604	1	26
20	604	52	33
20	604	7996	19
20	604	2	1092
20	604	12	166
20	604	2	1407
20	604	411	2
20	604	39	6
20	604	4	9
20	604	1	47
19	604	11585	2
19	604	1271	14
19	604	762	30
19	604	1566	938
19	604	224	153
19	604	14	250
19	604	5747	2
19	604	1	78
19	604	14	129
19	604	14	101
19	604	102	1
19	604	159	1
19	604	4	37
19	604	16	31
19	604	2602	801
18	604	4	41
18	604	151	42
18	604	44	65
18	604	7	4
18	604	2	1240
18	604	1	36
18	604	80	31
18	604	12827	8
18	604	2	738
18	604	1	632
18	604	2	303
18	604	66	1142
18	604	114	37
18	604	2	465
18	604	19	41
18	604	16	9
18	604	2	2
18	604	14	50
18	604	12	32
18	604	2	1359
18	604	12	86
18	604	66	34
18	604	243	31
17	604	12	79
17	604	4	11
17	604	4	47
17	604	75	149
17	604	1	55
17	604	2	884
17	604	1	57
17	604	61	3
17	604	1	125
17	604	24	578
17	604	1233	2
17	604	80	34
17	604	66	167
17	604	801	1
17	604	1074	4
17	604	19	37
17	604	407	65
16	604	12	272
16	604	66	67
16	604	14682	1
16	604	4739	4
16	604	4	15
16	604	13	6
16	604	7480	38
16	604	848	3
16	604	195	3
16	604	8	128
16	604	2	2373
16	604	24	5153
16	604	37901	1
16	604	8	1047
16	604	16	6
16	604	47	535
16	604	4284	2
16	604	14682	2
16	604	228	141
16	604	43	65
16	604	325	9
15	604	47	8
15	604	1	639
15	604	1	35
15	604	477	314
15	604	762	7
15	604	7	28
15	604	2409	28
15	604	6514	2
15	604	12827	32
15	604	7996	8
15	604	902	13
15	604	9	36
15	604	40678	9
15	604	2	1517
15	604	1287	1
15	604	35	3
15	604	4	17
15	604	2	803
15	604	2	2795
15	604	14	145
15	604	588	1287
15	604	7668	2
15	604	1290	1043
15	604	2	1293
15	604	1	287
15	604	11585	1
15	604	52	16
15	604	1	53
14	604	1	91
14	604	47	333
14	604	7996	9
14	604	901	507
14	604	1798	2
14	604	4	26
14	604	1	784
14	604	6152	5
14	604	18	91
14	604	902	9
14	604	40	3
14	604	136	34
14	604	33	227
14	604	2	2933
14	604	52	64
14	604	7961	1
14	604	7	14
14	604	16	227
14	604	2	2079
14	604	1	386
14	604	1173	1
14	604	16	153
14	604	14	85
13	604	47	488
13	604	14	132
13	604	1	44
13	604	924	2
13	604	1	330
13	604	1	706
13	604	3478	2
13	604	134	3
13	604	2	1298
13	604	12	22
13	604	2	1526
13	604	224	73
13	604	2	1163
13	604	2	539
13	604	9	578
13	604	247	6
13	604	1	133
13	604	2	286
13	604	3079	2
13	604	5581	8
13	604	32	237
13	604	762	238
13	604	76	15
13	604	61	4
13	604	2	746
13	604	1	144
13	604	26	34
13	604	12	231
13	604	259	4
13	604	902	32
13	604	1	105
13	604	406	2
13	604	16477	32
13	604	9	202
13	604	154	3
13	604	1360	2
13	604	2978	4
12	604	12	73
12	604	134	6
12	604	40	10
12	604	30	58
12	604	762	26
12	604	14	77
12	604	19	43
12	604	262	12
12	604	1	32
12	604	12	169
12	604	1	874
12	604	4	96
12	604	762	38
12	604	1	73
12	604	74	6
12	604	7	9
12	604	2	1453
12	604	2906	2
12	604	1271	4
12	604	12	651
12	604	14	356
12	604	210	3
12	604	1855	1
12	604	902	134
12	604	6694	4
12	604	2	1757
12	604	7961	2
12	604	4	155
12	604	47	350
12	604	586	1
12	604	2197	13
12	604	18	48
12	604	1	109
12	604	6233	1
12	604	258	4
12	604	22691	2
12	604	4	19
12	604	28	4
12	604	325	12
12	604	2	1867
12	604	2	478
12	604	17595	2
12	604	14	97
12	604	2	681
12	604	14	612
12	604	9794	2
12	604	2	285
12	604	12827	30
12	604	762	16
12	604	762	134
12	604	47	1553
12	604	37901	12
12	604	66	2106
11	604	706	798
11	604	902	7
11	604	325	8
11	604	19	3
11	604	19	26
11	604	1910	2
11	604	7	12
11	604	7552	2
11	604	4	120
11	604	12827	18
11	604	8	1809
11	604	1	94
11	604	24	193
11	604	11091	1
11	604	47	3966
11	604	2409	66
11	604	1271	5
11	604	1477	2
11	604	2	179
11	604	4069	32
11	604	22	6
11	604	2	1556
11	604	4	44
11	604	537	2
11	604	2	1054
11	604	9	1372
11	604	1	666
11	604	45	106
11	604	24	806
11	604	20520	9
11	604	22	91
11	604	2	2133
11	604	411	1
11	604	1619	1
11	604	12	2
11	604	2	445
11	604	3817	1
11	604	2	1249
11	604	214	25
11	604	53	4794
11	604	30	20
11	604	902	28
11	604	2	3431
11	604	1619	2
11	604	3817	2
11	604	12	421
11	604	19	17
11	604	2	661
11	604	47	866
11	604	2	1062
11	604	1	38
10	604	2	439
10	604	47	519
10	604	4391	2
10	604	875	4
10	604	6514	4
10	604	12	129134
10	604	136	67
10	604	617	6
10	604	47	1261
10	604	406	1
10	604	2	6055
10	604	12	1402
10	604	2038	14
10	604	61	15
10	604	4	66
10	604	5377	4
10	604	262	26
10	604	9895	2
10	604	762	61
10	604	12	3920
10	604	38	6
10	604	2	1099
10	604	2	90
10	604	66	116
10	604	2	1404
10	604	47	6
10	604	2	573
10	604	325	20031
10	604	2409	88
10	604	4	22
10	604	12	14
10	604	12	11086
10	604	14	980
10	604	13	807
10	604	1362	1
10	604	37901	2
10	604	14	4389
10	604	14	1926
10	604	2409	39
10	604	78000	823
10	604	9	1552
10	604	52	66
10	604	6694	9
10	604	292	3
10	604	2	929
10	604	261	1
10	604	14	7
10	604	47	8482
10	604	4	57
10	604	10629	1
10	604	5106	4
10	604	12	2525
10	604	1029	1
10	604	4	13
10	604	1360	1
10	604	2	2056
10	604	5036	1
10	604	2	896
10	604	1309	8
10	604	33	9
10	604	1	79
10	604	1798	1
10	604	12	149
10	604	184	25
10	604	258	12
10	604	762	19
10	604	1360	4
2355	605	5	6
1037	605	2	7
761	605	2	10
730	605	5	3
671	605	1	4
582	605	1	51
568	605	1	7
380	605	2	56
372	605	2	11
287	605	2	20
276	605	39	843
274	605	1	6
272	605	1	3
258	605	30	7
237	605	5	42
235	605	4	843
229	605	1	45
214	605	2	58
198	605	24	508
195	605	1	11
189	605	9	3
186	605	4	6
177	605	16	1315
175	605	2	100
168	605	1	23
157	605	4	29
155	605	24	158
139	605	43	65
136	605	2	54
135	605	2	69
134	605	12	6
129	605	4	11
122	605	1	17
121	605	1	341
118	605	2	92
116	605	9	6
109	605	4	3
104	605	1	792
97	605	16	6
94	605	16	1705
93	605	1	647
92	605	8	25
91	605	1	49
88	605	24	405
88	605	5	483
86	605	1	16
85	605	12	9
85	605	13	3
85	605	51	16
84	605	1	102
84	605	1	62
82	605	2	104
82	605	2	172
79	605	2	90
79	605	2	89
77	605	51	12
75	605	2	113
75	605	47	65
73	605	1	29
71	605	2	138
71	605	1	12
69	605	22	3
68	605	2	87
65	605	5	79
62	605	53	25
61	605	1	904
60	605	1	108
60	605	1	965
59	605	1	1350
59	605	16	9
58	605	2	303
56	605	5	29
56	605	4	62
56	605	178	119
54	605	4	15329
54	605	13	6
54	605	4	98
54	605	1	43
54	605	30	10
54	605	66	25
53	605	5	631
52	605	1	4649
52	605	80	31
52	605	1	1411
52	605	1	39
51	605	4	12622
50	605	51	43
49	605	1	4271
49	605	14	3
48	605	12	34
48	605	126	7
48	605	12	3
47	605	1	668
47	605	1	1066
47	605	125	23
47	605	1	3112
47	605	4	33902
46	605	5	2488
46	605	143	31
45	605	2	187
45	605	35	6
44	605	35	3
43	605	24	263
43	605	55	1
42	605	24	369
42	605	80	34
41	605	151	6
41	605	2	203
40	605	1161	1
40	605	1	2849
40	605	2	28
40	605	1	1941
40	605	18	6
39	605	2	2
39	605	2	156
39	605	1	5665
39	605	40	7
39	605	1	1799
38	605	35	29
38	605	2	286
38	605	1	9
38	605	1	4437
38	605	1	1179
37	605	51	47
37	605	2	139
37	605	1	3311
36	605	1	1390
36	605	24	298
36	605	1	15
35	605	24	302
35	605	30	90
35	605	14	6
35	605	9	29
35	605	27	1
34	605	24	388
34	605	1	72
34	605	1	327
34	605	43	6
34	605	1	1014
34	605	32	3
33	605	1	1789
33	605	1	3995
33	605	1	1489
33	605	24	2
33	605	1	2238
33	605	1	34
33	605	1	2740
33	605	24	309
33	605	2	152
32	605	1	60
32	605	2	256
32	605	1	37
32	605	55	2
32	605	1	106
31	605	1	8
31	605	2	326
31	605	1	3724
31	605	2	317
31	605	24	270
31	605	24	196
30	605	12	774
30	605	1	1263
30	605	16	34
29	605	1	1088
29	605	5	62
29	605	16	31
29	605	19	23
29	605	1	10198
29	605	53	67
28	605	47	6
28	605	24	3429
27	605	1	2564
27	605	13	29
27	605	24	110
27	605	1	14
27	605	2	539
27	605	24	1993
27	605	224	13
27	605	1	76
27	605	76	23
27	605	27	2
27	605	51	33
27	605	206	2
27	605	1	4566
27	605	1	4258
26	605	1	5740
26	605	5	98
26	605	4	23
26	605	8	167
26	605	1	525
26	605	1	19
26	605	74	3
25	605	24	3211
25	605	2	310
25	605	2	439
25	605	1	127
25	605	1	42
25	605	12	102
25	605	1	41
25	605	5	4281
25	605	1	18
25	605	43	8
25	605	16	3
25	605	1	47
24	605	1161	2
24	605	24	294
24	605	13	68
24	605	18	3
24	605	1	1966
24	605	33	6
24	605	1	3751
24	605	1	8634
23	605	2826	8
23	605	4	10220
23	605	30	92
23	605	24	271
23	605	18	29
22	605	1	6922
22	605	8	160
22	605	5	60
22	605	1	125
22	605	1	1452
22	605	8	67
22	605	22	6
22	605	127	23
22	605	32	362
22	605	2	523
22	605	1	6125
22	605	8	128
22	605	5	2896
22	605	16	774
22	605	39	6
22	605	12	42
21	605	341	1
21	605	1	3863
21	605	43	4669
21	605	1	3166
21	605	1	1870
21	605	1	4675
21	605	1	6948
21	605	792	1
21	605	38	3
21	605	30	11
21	605	1	11495
21	605	38	29
21	605	1	6679
21	605	30	172
20	605	8	300
20	605	1	5072
20	605	24	5150
20	605	1	2467
20	605	1	4267
20	605	1	4198
20	605	5	341
20	605	647	1
20	605	2742	1704
20	605	4	3533
20	605	1	3467
20	605	1	5361
20	605	22	29
20	605	81	25
20	605	1	103
20	605	1	6433
20	605	4	1035
20	605	2	218
20	605	12	150
19	605	771	1
19	605	1	11631
19	605	16	22
19	605	7	28
19	605	1327	2
19	605	8	116
19	605	1	94
19	605	24	517
19	605	5	647
19	605	4	60
19	605	51	1161
19	605	155	8
19	605	1	3664
19	605	1	6887
18	605	1	114
18	605	1	515
18	605	1	55
18	605	12	31
18	605	8	726
18	605	1	13
18	605	142	25
18	605	24	541
18	605	1	3366
18	605	9	42
18	605	16	9456
18	605	5	4156
18	605	1	82
18	605	24	4745
18	605	1	1896
18	605	51	66
18	605	1	6295
18	605	19	11
18	605	143	34
18	605	95	1
18	605	24	522
18	605	5	1328
17	605	1	9959
17	605	8	190
17	605	53	31
17	605	2	267
17	605	61	23
17	605	12	1
17	605	16	11789
17	605	74	6
17	605	13	196
17	605	4	108
17	605	1	5867
17	605	1	10618
17	605	1	2659
17	605	1	3283
17	605	1	639
17	605	5	185
17	605	2	285
17	605	8	1971
17	605	4	17
16	605	16	4056
16	605	208	592
16	605	1	3331
16	605	1	3874
16	605	184	25
16	605	9	691
16	605	1	2476
16	605	1	2470
16	605	5	904
16	605	1	86
16	605	16	272
